symbol,direction,indicator,entry_time,entry_price,exit_time,exit_price,quantity,stake,gross_pnl,fees,net_pnl,bars_held,reason
AAPL,long,supertrend,2025-06-25 11:30:00-04:00,201.8699951171875,2025-06-26 10:30:00-04:00,199.69000244140625,4,950.0,-8.719970703125,1.9000000000000001,-10.619970703125,6,Trend flip
AAPL,long,supertrend,2025-06-26 11:30:00-04:00,200.122802734375,2025-06-27 10:30:00-04:00,201.38180541992188,4,939.9110278320312,5.0360107421875,1.8798220556640624,3.1561886865234374,6,Trend flip
AAPL,long,supertrend,2025-06-30 14:30:00-04:00,206.58560180664062,2025-07-07 13:30:00-04:00,208.94039916992188,4,942.9094070842285,9.419189453125,1.885818814168457,7.5333706389565425,23,Trend flip
AAPL,long,supertrend,2025-07-10 10:30:00-04:00,212.97999572753906,2025-07-11 10:30:00-04:00,210.8249969482422,4,950.0661091912373,-8.6199951171875,1.9001322183824745,-10.520127335569974,7,ATR stop
AAPL,long,supertrend,2025-07-21 09:30:00-04:00,214.64500427246094,2025-07-21 15:30:00-04:00,212.5399932861328,4,940.0719882224457,-8.4200439453125,1.8801439764448915,-10.300187921757392,6,ATR stop
AAPL,long,supertrend,2025-08-06 09:30:00-04:00,210.75999450683594,2025-08-20 09:30:00-04:00,226.7200927734375,4,930.2868096967762,63.84039306640625,1.8605736193935525,61.979819447012694,70,Trend flip
AAPL,long,supertrend,2025-08-22 12:30:00-04:00,228.61000061035156,2025-08-26 09:30:00-04:00,226.5,4,989.1676381714383,-8.44000244140625,1.9783352763428765,-10.418337717749127,11,ATR stop
AAPL,long,supertrend,2025-09-03 09:30:00-04:00,236.8300018310547,2025-09-09 13:30:00-04:00,234.52859497070312,4,979.2702173395766,-9.20562744140625,1.958540434679153,-11.164167876085402,32,Trend flip
AAPL,long,supertrend,2025-09-12 09:30:00-04:00,234.07000732421875,2025-10-09 09:30:00-04:00,254.97999572753906,4,968.6642578572954,83.63995361328125,1.937328515714591,81.70262509756665,133,Trend flip
AAPL,long,supertrend,2025-10-15 09:30:00-04:00,250.85000610351562,2025-10-16 09:30:00-04:00,247.50999450683594,3,1000.0,-10.020034790039062,2.0,-12.020034790039062,7,ATR stop
AAPL,long,supertrend,2025-10-24 10:30:00-04:00,263.2799987792969,2025-11-03 10:30:00-05:00,266.6400146484375,3,1000.0,10.080047607421875,2.0,8.080047607421875,42,Trend flip
AAPL,long,supertrend,2025-11-11 09:30:00-05:00,274.1000061035156,2025-11-17 09:30:00-05:00,269.2799987792969,3,1000.0,-14.46002197265625,2.0,-16.46002197265625,28,Trend flip
AAPL,long,supertrend,2025-11-20 09:30:00-05:00,273.9049987792969,2025-11-20 15:30:00-05:00,266.3800048828125,3,1000.0,-22.574981689453125,2.0,-24.574981689453125,6,ATR stop
AAPL,short,supertrend,2025-06-25 12:30:00-04:00,201.13999938964844,2025-06-26 11:30:00-04:00,200.122802734375,4,950.0,4.06878662109375,1.9000000000000001,2.1687866210937496,6,Trend flip
AAPL,short,supertrend,2025-06-26 15:30:00-04:00,200.94000244140625,2025-06-30 14:30:00-04:00,206.58560180664062,4,952.0603472900391,-22.5823974609375,1.9041206945800782,-24.48651815551758,13,Trend flip
AAPL,short,supertrend,2025-07-07 13:30:00-04:00,208.94039916992188,2025-07-10 09:30:00-04:00,212.00999450683594,4,928.7981550422973,-12.27838134765625,1.8575963100845945,-14.135977657740845,17,ATR stop
AAPL,short,supertrend,2025-07-14 09:30:00-04:00,208.02999877929688,2025-07-15 09:30:00-04:00,210.1699981689453,4,915.3689762674436,-8.55999755859375,1.8307379525348872,-10.390735511128637,7,ATR stop
AAPL,short,supertrend,2025-07-29 15:30:00-04:00,211.35000610351562,2025-08-06 09:30:00-04:00,210.75999450683594,4,905.4977775318714,2.36004638671875,1.8109955550637429,0.5490508316550071,36,Trend flip
AAPL,short,supertrend,2025-08-20 09:30:00-04:00,226.7200927734375,2025-08-22 12:30:00-04:00,228.61000061035156,3,906.0193758219436,-5.6697235107421875,1.8120387516438874,-7.481762262386075,17,Trend flip
AAPL,short,supertrend,2025-09-02 10:30:00-04:00,227.82899475097656,2025-09-03 09:30:00-04:00,236.8300018310547,3,898.9117016726769,-27.003021240234375,1.797823403345354,-28.80084464357973,6,Trend flip
AAPL,short,supertrend,2025-09-09 13:30:00-04:00,234.52859497070312,2025-09-12 09:30:00-04:00,234.07000732421875,3,871.5508992612762,1.375762939453125,1.7431017985225523,-0.3673388590694273,17,Trend flip
AAPL,short,supertrend,2025-10-09 09:30:00-04:00,254.97999572753906,2025-10-15 09:30:00-04:00,250.85000610351562,3,871.2019273451602,12.389968872070312,1.7424038546903204,10.647565017379993,28,Trend flip
AAPL,short,supertrend,2025-10-22 12:30:00-04:00,256.69140625,2025-10-23 11:30:00-04:00,260.0400085449219,3,881.3171141116712,-10.045806884765625,1.7626342282233425,-11.808441112988968,6,ATR stop
AAPL,short,supertrend,2025-11-03 10:30:00-05:00,266.6400146484375,2025-11-04 10:30:00-05:00,270.6099853515625,3,870.0990950543318,-11.909912109375,1.7401981901086636,-13.650110299483664,7,ATR stop
AAPL,short,supertrend,2025-11-17 09:30:00-05:00,269.2799987792969,2025-11-20 09:30:00-05:00,273.9049987792969,3,857.1314902698223,-13.875,1.7142629805396445,-15.589262980539644,21,Trend flip
AAPL,long,jma,2025-06-27 09:30:00-04:00,201.58009338378906,2025-06-27 15:30:00-04:00,201.10000610351562,4,950.0,-1.92034912109375,1.9000000000000001,-3.8203491210937504,6,Trend flip
AAPL,long,jma,2025-06-30 14:30:00-04:00,206.58560180664062,2025-07-07 13:30:00-04:00,208.94039916992188,4,946.3706683349609,9.419189453125,1.8927413366699217,7.526448116455079,23,Trend flip
AAPL,long,jma,2025-07-07 14:30:00-04:00,209.4499969482422,2025-07-08 14:30:00-04:00,209.60499572753906,4,953.5207940455932,0.6199951171875,1.9070415880911864,-1.2870464709036864,7,Trend flip
AAPL,long,jma,2025-07-08 15:30:00-04:00,210.03500366210938,2025-07-11 11:30:00-04:00,210.63499450683594,4,952.2980998982348,2.39996337890625,1.9045961997964695,0.49536717910978045,17,Trend flip
AAPL,long,jma,2025-07-11 12:30:00-04:00,211.1649932861328,2025-07-14 11:30:00-04:00,208.8406982421875,4,952.768698718389,-9.29718017578125,1.9055373974367782,-11.202717573218028,6,Trend flip
AAPL,long,jma,2025-07-15 10:30:00-04:00,211.42999267578125,2025-07-16 10:30:00-04:00,210.1199951171875,4,942.1261170238319,-5.239990234375,1.8842522340476637,-7.124242468422664,7,Trend flip
AAPL,long,jma,2025-07-16 12:30:00-04:00,210.35000610351562,2025-07-17 15:30:00-04:00,210.06100463867188,4,935.3580866788304,-1.156005859375,1.870716173357661,-3.026722032732661,10,Trend flip
AAPL,long,jma,2025-07-18 10:30:00-04:00,210.85000610351562,2025-07-25 13:30:00-04:00,213.88999938964844,4,932.4827007477344,12.15997314453125,1.8649654014954689,10.29500774303578,38,Trend flip
AAPL,long,jma,2025-07-25 15:30:00-04:00,213.9600067138672,2025-07-28 14:30:00-04:00,213.42999267578125,4,942.2629581036183,-2.12005615234375,1.8845259162072368,-4.004582068550986,6,Trend flip
AAPL,long,jma,2025-07-28 15:30:00-04:00,214.0399932861328,2025-07-29 14:30:00-04:00,211.88999938964844,4,938.4586051384948,-8.5999755859375,1.8769172102769898,-10.47689279621449,6,Trend flip
AAPL,long,jma,2025-08-06 09:30:00-04:00,210.75999450683594,2025-08-15 12:30:00-04:00,230.57000732421875,4,928.5055569820911,79.24005126953125,1.8570111139641823,77.38304015556707,52,Trend flip
AAPL,long,jma,2025-08-15 13:30:00-04:00,230.85000610351562,2025-08-18 15:30:00-04:00,230.8800048828125,4,1000.0,0.1199951171875,2.0,-1.8800048828125,9,Trend flip
AAPL,long,jma,2025-08-19 09:30:00-04:00,231.8300018310547,2025-08-19 15:30:00-04:00,230.5399932861328,4,1000.0,-5.1600341796875,2.0,-7.1600341796875,6,Trend flip
AAPL,long,jma,2025-08-22 09:30:00-04:00,227.9499969482422,2025-08-25 15:30:00-04:00,227.14999389648438,4,993.4314080205047,-3.20001220703125,1.9868628160410096,-5.186875023072259,13,Trend flip
AAPL,long,jma,2025-08-26 11:30:00-04:00,227.57049560546875,2025-09-02 09:30:00-04:00,230.60000610351562,4,988.5038767485862,12.1180419921875,1.9770077534971724,10.141034238690327,26,Trend flip
AAPL,long,jma,2025-09-03 09:30:00-04:00,236.8300018310547,2025-09-08 13:30:00-04:00,237.1649932861328,4,998.137859275342,1.3399658203125,1.9962757185506839,-0.6563098982381839,25,Trend flip
AAPL,long,jma,2025-09-08 15:30:00-04:00,237.9199981689453,2025-09-09 14:30:00-04:00,234.30999755859375,4,997.5143648720158,-14.44000244140625,1.9950287297440317,-16.435031171150282,6,Trend flip
AAPL,long,jma,2025-09-12 09:30:00-04:00,234.07000732421875,2025-09-18 14:30:00-04:00,237.4499969482422,4,981.901085259423,13.51995849609375,1.963802170518846,11.556156325574904,33,Trend flip
AAPL,long,jma,2025-09-18 15:30:00-04:00,237.85000610351562,2025-09-29 10:30:00-04:00,253.47000122070312,4,992.8794337687192,62.47998046875,1.9857588675374385,60.49422160121256,44,Trend flip
AAPL,long,jma,2025-09-29 13:30:00-04:00,254.57000732421875,2025-09-30 12:30:00-04:00,253.73500061035156,3,1000.0,-2.5050201416015625,2.0,-4.5050201416015625,6,Trend flip
AAPL,long,jma,2025-09-30 15:30:00-04:00,254.55999755859375,2025-10-06 12:30:00-04:00,256.55999755859375,3,1000.0,6.0,2.0,4.0,25,Trend flip
AAPL,long,jma,2025-10-08 09:30:00-04:00,257.8399963378906,2025-10-09 09:30:00-04:00,254.97999572753906,3,1000.0,-8.580001831054688,2.0,-10.580001831054688,7,Trend flip
AAPL,long,jma,2025-10-15 09:30:00-04:00,250.85000610351562,2025-10-16 09:30:00-04:00,247.50999450683594,3,1000.0,-10.020034790039062,2.0,-12.020034790039062,7,Trend flip
AAPL,long,jma,2025-10-17 09:30:00-04:00,249.5601043701172,2025-10-22 12:30:00-04:00,256.69140625,4,1000.0,28.52520751953125,2.0,26.52520751953125,24,Trend flip
AAPL,long,jma,2025-10-23 09:30:00-04:00,259.4798889160156,2025-11-03 09:30:00-05:00,267.6300048828125,3,1000.0,24.450347900390625,2.0,22.450347900390625,49,Trend flip
AAPL,long,jma,2025-11-04 10:30:00-05:00,270.6099853515625,2025-11-05 09:30:00-05:00,269.0101013183594,3,1000.0,-4.799652099609375,2.0,-6.799652099609375,6,Trend flip
AAPL,long,jma,2025-11-05 10:30:00-05:00,270.2900085449219,2025-11-06 15:30:00-05:00,269.6600036621094,3,1000.0,-1.8900146484375,2.0,-3.8900146484375,12,Trend flip
AAPL,long,jma,2025-11-07 09:30:00-05:00,271.5799865722656,2025-11-07 15:30:00-05:00,268.4200134277344,3,1000.0,-9.47991943359375,2.0,-11.47991943359375,6,Trend flip
AAPL,long,jma,2025-11-10 09:30:00-05:00,271.85699462890625,2025-11-10 15:30:00-05:00,269.3599853515625,3,1000.0,-7.49102783203125,2.0,-9.49102783203125,6,Trend flip
AAPL,long,jma,2025-11-11 09:30:00-05:00,274.1000061035156,2025-11-13 12:30:00-05:00,272.5700988769531,3,1000.0,-4.5897216796875,2.0,-6.5897216796875,17,Trend flip
AAPL,long,jma,2025-11-13 13:30:00-05:00,273.5299987792969,2025-11-14 14:30:00-05:00,272.989990234375,3,1000.0,-1.620025634765625,2.0,-3.620025634765625,8,Trend flip
AAPL,long,jma,2025-11-19 09:30:00-05:00,271.8500061035156,2025-11-19 15:30:00-05:00,268.57000732421875,3,1000.0,-9.839996337890625,2.0,-11.839996337890625,6,Trend flip
AAPL,long,jma,2025-11-20 09:30:00-05:00,273.9049987792969,2025-11-20 15:30:00-05:00,266.3800048828125,3,1000.0,-22.574981689453125,2.0,-24.574981689453125,6,Trend flip
AAPL,long,jma,2025-11-21 09:30:00-05:00,269.8500061035156,2025-12-04 09:30:00-05:00,281.2250061035156,3,1000.0,34.125,2.0,32.125,52,Trend flip
AAPL,long,jma,2025-12-10 14:30:00-05:00,278.9800109863281,2025-12-11 13:30:00-05:00,277.760009765625,3,1000.0,-3.660003662109375,2.0,-5.660003662109375,6,Trend flip
AAPL,long,jma,2025-12-12 12:30:00-05:00,279.04998779296875,2025-12-15 11:30:00-05:00,274.9200134277344,3,1000.0,-12.389923095703125,2.0,-14.389923095703125,6,Trend flip
AAPL,long,jma,2025-12-17 09:30:00-05:00,275.4949951171875,2025-12-17 15:30:00-05:00,271.8599853515625,3,1000.0,-10.905029296875,2.0,-12.905029296875,6,Trend flip
AAPL,long,jma,2025-12-19 15:30:00-05:00,273.6700134277344,2025-12-22 14:30:00-05:00,270.7200012207031,3,999.7663873745879,-8.85003662109375,1.9995327747491758,-10.849569395842925,6,Trend flip
AAPL,short,jma,2025-06-25 10:30:00-04:00,202.10000610351562,2025-06-27 09:30:00-04:00,201.58009338378906,4,950.0,2.07965087890625,1.9000000000000001,0.17965087890624987,13,Trend flip
AAPL,short,jma,2025-06-27 10:30:00-04:00,201.38180541992188,2025-06-30 14:30:00-04:00,206.58560180664062,4,950.170668334961,-20.815185546875,1.900341336669922,-22.71552688354492,11,Trend flip
AAPL,short,jma,2025-07-07 13:30:00-04:00,208.94039916992188,2025-07-08 12:30:00-04:00,209.8350067138672,4,928.5909177955932,-3.57843017578125,1.8571818355911864,-5.435612011372436,6,Trend flip
AAPL,short,jma,2025-07-08 14:30:00-04:00,209.60499572753906,2025-07-09 13:30:00-04:00,209.7324981689453,4,923.4270863847894,-0.510009765625,1.8468541727695789,-2.3568639383945786,6,Trend flip
AAPL,short,jma,2025-07-11 11:30:00-04:00,210.63499450683594,2025-07-15 10:30:00-04:00,211.42999267578125,4,921.1880656433145,-3.17999267578125,1.8423761312866291,-5.022368807067879,13,Trend flip
AAPL,short,jma,2025-07-15 14:30:00-04:00,210.17999267578125,2025-07-16 14:30:00-04:00,210.3249969482422,4,916.4168152766001,-0.58001708984375,1.8328336305532003,-2.4128507203969503,7,Trend flip
AAPL,short,jma,2025-07-16 15:30:00-04:00,210.22000122070312,2025-07-17 14:30:00-04:00,210.9949951171875,4,914.124607092223,-3.0999755859375,1.828249214184446,-4.928224800121946,6,Trend flip
AAPL,short,jma,2025-07-17 15:30:00-04:00,210.06100463867188,2025-07-18 14:30:00-04:00,210.9499969482422,4,909.4427935321072,-3.55596923828125,1.8188855870642144,-5.374854825345464,6,Trend flip
AAPL,short,jma,2025-07-25 13:30:00-04:00,213.88999938964844,2025-07-28 15:30:00-04:00,214.0399932861328,4,904.336681448029,-0.5999755859375,1.808673362896058,-2.408648948833558,9,Trend flip
AAPL,short,jma,2025-07-29 09:30:00-04:00,213.0500030517578,2025-08-06 09:30:00-04:00,210.75999450683594,4,902.0484649466372,9.1600341796875,1.8040969298932743,7.355937249794225,42,Trend flip
AAPL,short,jma,2025-08-15 12:30:00-04:00,230.57000732421875,2025-08-18 12:30:00-04:00,231.07000732421875,3,909.0366053339417,-1.5,1.8180732106678834,-3.318073210667883,7,Trend flip
AAPL,short,jma,2025-08-18 15:30:00-04:00,230.8800048828125,2025-08-22 09:30:00-04:00,227.9499969482422,3,905.8844357838072,8.790023803710938,1.8117688715676146,6.978254932143323,22,Trend flip
AAPL,short,jma,2025-08-22 11:30:00-04:00,227.16929626464844,2025-08-25 10:30:00-04:00,228.56500244140625,4,912.5137779693433,-5.58282470703125,1.8250275559386866,-7.407852262969937,6,Trend flip
AAPL,short,jma,2025-08-25 15:30:00-04:00,227.14999389648438,2025-08-26 14:30:00-04:00,228.56820678710938,3,905.4763183195219,-4.254638671875,1.8109526366390438,-6.065591308514044,6,Trend flip
AAPL,short,jma,2025-09-02 09:30:00-04:00,230.60000610351562,2025-09-03 09:30:00-04:00,236.8300018310547,3,899.7140065764335,-18.689987182617188,1.799428013152867,-20.489415195770054,7,Trend flip
AAPL,short,jma,2025-09-08 13:30:00-04:00,237.1649932861328,2025-09-09 12:30:00-04:00,237.75,3,880.2490621404519,-1.7550201416015625,1.760498124280904,-3.5155182658824664,6,Trend flip
AAPL,short,jma,2025-09-09 13:30:00-04:00,234.52859497070312,2025-09-12 09:30:00-04:00,234.07000732421875,3,876.9093197878635,1.375762939453125,1.7538186395757271,-0.37805570012260215,17,Trend flip
AAPL,short,jma,2025-09-18 14:30:00-04:00,237.4499969482422,2025-09-19 13:30:00-04:00,245.48849487304688,3,876.550166872747,-24.115493774414062,1.753100333745494,-25.868594108159556,6,Trend flip
AAPL,short,jma,2025-09-29 10:30:00-04:00,253.47000122070312,2025-09-30 09:30:00-04:00,254.88619995117188,3,851.9750024699955,-4.24859619140625,1.703950004939991,-5.9525461963462405,6,Trend flip
